"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13444892","JH244258","2024-04-29T21:00:00.000","020XX W NORTH AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1434","014","32","24","06","1162583","1910647","2024","2024-05-07T15:46:39.000","41.91047209","-87.678164752","
,  
(41.91047209, -87.678164752)"
"13444792","JH244013","2024-04-29T21:00:00.000","031XX N BROADWAY","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1934","019","44","6","06","1171692","1921352","2024","2024-05-07T15:46:39.000","41.939651294","-87.64438597","
,  
(41.939651294, -87.64438597)"
"13445316","JH244857","2024-04-29T21:00:00.000","011XX W LILL AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1932","019","43","7","06","1168234","1917093","2024","2024-05-07T15:46:39.000","41.928039949","-87.657218509","
,  
(41.928039949, -87.657218509)"
"13444680","JH244025","2024-04-29T20:59:00.000","001XX N MAYFIELD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1512","015","29","25","08B","1137139","1900451","2024","2024-05-07T15:46:39.000","41.882988263","-87.771882598","
,  
(41.882988263, -87.771882598)"
"13444662","JH244012","2024-04-29T20:55:00.000","048XX W MADISON ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","GAS STATION","true","false","1533","015","28","25","24","1144203","1899587","2024","2024-05-07T15:46:39.000","41.880487595","-87.745964635","
,  
(41.880487595, -87.745964635)"
"13445106","JH244496","2024-04-29T20:52:00.000","051XX S DR MARTIN LUTHER KING JR DR","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","CHA PARKING LOT / GROUNDS","false","false","0231","002","3","40","15","1179796","1871087","2024","2024-05-07T15:46:39.000","41.801538809","-87.616145232","
,  
(41.801538809, -87.616145232)"
"13444674","JH244004","2024-04-29T20:49:00.000","053XX S ALBANY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0923","009","14","63","14","1156624","1868855","2024","2024-05-07T15:46:39.000","41.795913019","-87.701186159","
,  
(41.795913019, -87.701186159)"
"13449169","JH244118","2024-04-29T20:47:00.000","003XX E 131ST PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","true","true","0533","005","9","54","08B","1180784","1818318","2024","2024-05-07T15:46:39.000","41.656711605","-87.614138849","
,  
(41.656711605, -87.614138849)"
"13444897","JH244223","2024-04-29T20:45:00.000","021XX S MARSHALL BLVD","0810","THEFT","OVER $500","STREET","false","false","1022","010","24","30","06","1157031","1889696","2024","2024-05-07T15:46:39.000","41.853095088","-87.699129509","
,  
(41.853095088, -87.699129509)"
"13445395","JH244020","2024-04-29T20:36:00.000","011XX E 82ND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0411","004","8","45","08B","1185104","1850849","2024","2024-05-07T15:46:39.000","41.745880737","-87.597314236","
,  
(41.745880737, -87.597314236)"
"13444664","JH244037","2024-04-29T20:35:00.000","070XX S STONY ISLAND AVE","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","GAS STATION","false","false","0332","003","5","43","10","1188135","1858735","2024","2024-05-07T15:46:39.000","41.767448959","-87.585957168","
,  
(41.767448959, -87.585957168)"
"13444667","JH244002","2024-04-29T20:35:00.000","032XX S PRINCETON AVE","0460","BATTERY","SIMPLE","STREET","false","false","0915","009","11","34","08B","1174816","1883478","2024","2024-05-07T15:46:39.000","41.835653407","-87.634038817","
,  
(41.835653407, -87.634038817)"
"13444717","JH244003","2024-04-29T20:35:00.000","016XX W CHICAGO AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1213","012","1","24","06","1165119","1905409","2024","2024-05-07T15:46:39.000","41.896045119","-87.668997488","
,  
(41.896045119, -87.668997488)"
"13445037","JH244441","2024-04-29T20:30:00.000","054XX W CRYSTAL ST","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false","2532","025","37","25","06","1139677","1907790","2024","2024-05-07T15:46:39.000","41.90308144","-87.762383474","
,  
(41.90308144, -87.762383474)"
"13444942","JH244313","2024-04-29T20:30:00.000","040XX W WAVELAND AVE","0810","THEFT","OVER $500","STREET","false","false","1732","017","30","16","06","1148641","1924279","2024","2024-05-07T15:46:39.000","41.948160325","-87.729029737","
,  
(41.948160325, -87.729029737)"
"13444720","JH244016","2024-04-29T20:30:00.000","056XX W FULLERTON AVE","0560","ASSAULT","SIMPLE","COMMERCIAL / BUSINESS OFFICE","false","false","2515","025","30","19","08A","1138562","1915397","2024","2024-05-07T15:46:39.000","41.923976215","-87.766294416","
,  
(41.923976215, -87.766294416)"
"13445172","JH244576","2024-04-29T20:30:00.000","025XX W LYNDALE ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false","1431","014","1","22","26","1158736","1914979","2024","2024-05-07T15:46:39.000","41.922439194","-87.692178214","
,  
(41.922439194, -87.692178214)"
"13444709","JH244078","2024-04-29T20:30:00.000","011XX S CANAL ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0124","001","28","28","06","1173303","1895451","2024","2024-05-07T15:46:39.000","41.868541914","-87.639235361","
,  
(41.868541914, -87.639235361)"
"13453321","JH245520","2024-04-29T20:30:00.000","033XX W BELLE PLAINE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1724","017","33","16","06",,,"2024","2024-05-08T15:41:27.000",,,
"13444666","JH244007","2024-04-29T20:28:00.000","031XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","STREET","false","false","2523","025","35","21","08B","1150203","1920878","2024","2024-05-07T15:46:39.000","41.938797346","-87.723377074","
,  
(41.938797346, -87.723377074)"
"13444769","JH244022","2024-04-29T20:25:00.000","023XX E 70TH ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","0331","003","5","43","04A","1193221","1859006","2024","2024-05-07T15:46:39.000","41.768069819","-87.567306284","
,  
(41.768069819, -87.567306284)"
"13444752","JH244027","2024-04-29T20:20:00.000","012XX W 64TH ST","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","STREET","false","false","0724","007","17","67","04B","1168840","1862333","2024","2024-05-07T15:46:39.000","41.777760633","-87.656577587","
,  
(41.777760633, -87.656577587)"
"13444891","JH244246","2024-04-29T20:15:00.000","004XX E 32ND ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0211","002","4","35","14","1179519","1883862","2024","2024-05-07T15:46:39.000","41.836600771","-87.61677038","
,  
(41.836600771, -87.61677038)"
"13445192","JH244432","2024-04-29T20:15:00.000","016XX W HUBBARD ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1215","012","27","24","14","1165197","1903156","2024","2024-05-07T15:46:39.000","41.889861061","-87.668775102","
,  
(41.889861061, -87.668775102)"
"13444696","JH243990","2024-04-29T20:15:00.000","023XX W 25TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","1034","010","25","31","08B","1161133","1887364","2024","2024-05-07T15:46:39.000","41.846611715","-87.684138482","
,  
(41.846611715, -87.684138482)"
"13444634","JH244001","2024-04-29T20:15:00.000","043XX W 15TH ST","0460","BATTERY","SIMPLE","PARK PROPERTY","false","false","1011","010","24","29","08B","1147751","1892356","2024","2024-05-07T15:46:39.000","41.860577494","-87.733122246","
,  
(41.860577494, -87.733122246)"
"13444615","JH244019","2024-04-29T20:14:00.000","053XX W GLADYS AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","1522","015","29","25","08A","1140785","1897822","2024","2024-05-07T15:46:39.000","41.875707715","-87.758558772","
,  
(41.875707715, -87.758558772)"
"13444633","JH243978","2024-04-29T20:13:00.000","006XX N HOMAN AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","1121","011","27","23","08B","1153599","1904006","2024","2024-05-07T15:46:39.000","41.892432132","-87.71134557","
,  
(41.892432132, -87.71134557)"
"13444673","JH243999","2024-04-29T20:12:00.000","006XX W HUBBARD ST","2021","NARCOTICS","POSSESS - BARBITURATES","STREET","true","false","1214","012","27","24","18","1172203","1903317","2024","2024-05-07T15:46:39.000","41.890151078","-87.643041403","
,  
(41.890151078, -87.643041403)"
"13445038","JH244383","2024-04-29T20:11:00.000","056XX N ASHLAND AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2012","020","40","77","07","1164637","1937702","2024","2024-05-07T15:46:39.000","41.984669044","-87.669849778","
,  
(41.984669044, -87.669849778)"
"13447917","JH247477","2024-04-29T20:06:00.000","049XX S KEDZIE AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0821","008","14","63","06","1155878","1871677","2024","2024-05-07T15:46:39.000","41.803671998","-87.703846021","
,  
(41.803671998, -87.703846021)"
"13444823","JH244097","2024-04-29T20:00:00.000","043XX W 62ND ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0813","008","13","65","05","1148662","1863141","2024","2024-05-07T15:46:39.000","41.780389859","-87.730530517","
,  
(41.780389859, -87.730530517)"
"13444535","JH243974","2024-04-29T20:00:00.000","018XX W 63RD ST","0820","THEFT","$500 AND UNDER","STREET","false","false","0726","007","15","67","06","1165268","1862894","2024","2024-05-07T15:46:39.000","41.779376483","-87.669656756","
,  
(41.779376483, -87.669656756)"
"13445442","JH244834","2024-04-29T20:00:00.000","023XX W TOUHY AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","false","false","2411","024","50","2","11","1159267","1947720","2024","2024-05-07T15:46:39.000","42.012271241","-87.689322895","
,  
(42.012271241, -87.689322895)"
"13444797","JH244123","2024-04-29T20:00:00.000","057XX S GREEN ST","0810","THEFT","OVER $500","APARTMENT","false","true","0712","007","16","68","06","1171622","1866690","2024","2024-05-07T15:46:39.000","41.789656207","-87.646251106","
,  
(41.789656207, -87.646251106)"
"13445124","JH244560","2024-04-29T20:00:00.000","017XX N LARRABEE ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","1813","018","43","7","06","1172007","1911789","2024","2024-05-07T15:46:39.000","41.913403047","-87.643511016","
,  
(41.913403047, -87.643511016)"
"13446028","JH245695","2024-04-29T20:00:00.000","058XX S KOSTNER AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","STREET","false","false","0813","008","13","62","08A","1148032","1865537","2024","2024-05-07T15:46:39.000","41.786976965","-87.732778884","
,  
(41.786976965, -87.732778884)"
"13444885","JH244236","2024-04-29T20:00:00.000","022XX E 68TH ST","0820","THEFT","$500 AND UNDER","STREET","false","false","0331","003","5","43","06","1192233","1860315","2024","2024-05-07T15:46:39.000","41.771685903","-87.570885161","
,  
(41.771685903, -87.570885161)"
"13444592","JH243988","2024-04-29T20:00:00.000","010XX N ROCKWELL ST","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","1211","012","36","24","07","1158874","1906998","2024","2024-05-07T15:46:39.000","41.900535872","-87.691890465","
,  
(41.900535872, -87.691890465)"
"13446027","JH244341","2024-04-29T20:00:00.000","041XX N MARINE DR","0810","THEFT","OVER $500","SIDEWALK","false","false","1915","019","46","3","06","1171164","1927759","2024","2024-05-07T15:46:39.000","41.957243956","-87.646137712","
,  
(41.957243956, -87.646137712)"
"13444699","JH244000","2024-04-29T19:50:00.000","025XX W CORTEZ ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1211","012","36","24","14","1159345","1906901","2024","2024-05-07T15:46:39.000","41.900260019","-87.690163126","
,  
(41.900260019, -87.690163126)"
"13445170","JH243955","2024-04-29T19:47:00.000","017XX W DIVISION ST","0560","ASSAULT","SIMPLE","CTA BUS","false","false","1424","014","1","24","08A","1164743","1908050","2024","2024-05-07T15:46:39.000","41.903300195","-87.67030349","
,  
(41.903300195, -87.67030349)"
"13444697","JH243982","2024-04-29T19:45:00.000","043XX S MICHIGAN AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","false","true","0215","002","3","38","04A","1177881","1876278","2024","2024-05-07T15:46:39.000","41.815827005","-87.623010853","
,  
(41.815827005, -87.623010853)"
"13444731","JH243951","2024-04-29T19:40:00.000","106XX S CHAMPLAIN AVE","0460","BATTERY","SIMPLE","STREET","false","false","0512","005","9","50","08B","1182487","1834644","2024","2024-05-07T15:46:39.000","41.7014733","-87.607404068","
,  
(41.7014733, -87.607404068)"
"13444735","JH243967","2024-04-29T19:36:00.000","089XX S ASHLAND AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","false","false","2221","022","21","73","15","1167241","1845307","2024","2024-05-07T15:46:39.000","41.731073326","-87.662925938","
,  
(41.731073326, -87.662925938)"
"13444658","JH243962","2024-04-29T19:35:00.000","001XX W ADAMS ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","0122","001","42","32","08A","1174897","1899418","2024","2024-05-07T15:46:39.000","41.879392098","-87.633264712","
,  
(41.879392098, -87.633264712)"
"13445089","JH243961","2024-04-29T19:35:00.000","0000X W TERMINAL ST","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA","false","false","1655","016","41","76","04B","1104700","1933741","2024","2024-05-07T15:46:39.000","41.974861952","-87.890372151","
,  
(41.974861952, -87.890372151)"
"13444611","JH243945","2024-04-29T19:34:00.000","0000X W HUBBARD ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR / SERVICES","RESTAURANT","false","false","1831","018","42","8","11","1175699","1903302","2024","2024-05-07T15:46:39.000","41.890032024","-87.630203077","
,  
(41.890032024, -87.630203077)"
"13444603","JH243953","2024-04-29T19:34:00.000","007XX N CHRISTIANA AVE","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","STREET","true","false","1121","011","27","23","18","1153910","1904742","2024","2024-05-07T15:46:39.000","41.894445595","-87.710183758","
,  
(41.894445595, -87.710183758)"
"13445281","JH244011","2024-04-29T19:30:00.000","0000X W CHICAGO AVE","1330","CRIMINAL TRESPASS","TO LAND","APARTMENT","false","false","1832","018","42","8","26","1175993","1905722","2024","2024-05-07T15:46:39.000","41.896666013","-87.629050439","
,  
(41.896666013, -87.629050439)"
"13444600","JH243949","2024-04-29T19:30:00.000","054XX N CLARK ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false","2013","020","48","77","08B","1165072","1936042","2024","2024-05-07T15:46:39.000","41.980104694","-87.668297306","
,  
(41.980104694, -87.668297306)"
"13445479","JH245113","2024-04-29T19:30:00.000","061XX N SHERIDAN RD","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","PARK PROPERTY","false","false","2433","024","48","77","14","1168515","1940947","2024","2024-05-07T15:46:39.000","41.993490073","-87.655492553","
,  
(41.993490073, -87.655492553)"
"13444681","JH243942","2024-04-29T19:24:00.000","036XX S ARCHER AVE","0460","BATTERY","SIMPLE","TAVERN / LIQUOR STORE","true","false","0912","009","12","59","08B","1161614","1880357","2024","2024-05-07T15:46:39.000","41.827373751","-87.682568055","
,  
(41.827373751, -87.682568055)"
"13444759","JH244030","2024-04-29T19:23:00.000","009XX E 83RD ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","true","false","0632","006","8","44","24","1184146","1850166","2024","2024-05-07T15:46:39.000","41.744028945","-87.600845804","
,  
(41.744028945, -87.600845804)"
"13451194","JH252109","2024-04-29T19:22:00.000","015XX W JARVIS AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CTA TRAIN","false","false","2423","024","49","1","14","1164793","1949134","2024","2024-05-08T15:40:46.000","42.016035402","-87.668949781","
,  
(42.016035402, -87.668949781)"
"13444616","JH243941","2024-04-29T19:21:00.000","012XX S SPRINGFIELD AVE","0325","ROBBERY","VEHICULAR HIJACKING","SIDEWALK","false","false","1011","010","24","29","03","1150575","1894110","2024","2024-05-07T15:46:39.000","41.865336034","-87.72271013","
,  
(41.865336034, -87.72271013)"
"13444659","JH243987","2024-04-29T19:15:00.000","047XX S KEDZIE AVE","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0821","008","14","58","06","1155847","1872745","2024","2024-05-07T15:46:39.000","41.806603358","-87.703931031","
,  
(41.806603358, -87.703931031)"
"13444532","JH243939","2024-04-29T19:15:00.000","032XX N BROADWAY","0460","BATTERY","SIMPLE","STREET","true","false","1925","019","44","6","08B","1171684","1921595","2024","2024-05-07T15:46:39.000","41.940318272","-87.644408194","
,  
(41.940318272, -87.644408194)"
"13444691","JH243958","2024-04-29T19:15:00.000","012XX W 79TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0612","006","17","71","08B","1169470","1852399","2024","2024-05-07T15:46:39.000","41.750486833","-87.654555379","
,  
(41.750486833, -87.654555379)"
"13444468","JH243918","2024-04-29T19:15:00.000","027XX N SACRAMENTO AVE","0810","THEFT","OVER $500","STREET","false","false","1411","014","1","22","06","1155908","1918019","2024","2024-05-07T15:46:39.000","41.930838739","-87.702487009","
,  
(41.930838739, -87.702487009)"
"13452358","JH244672","2024-04-29T19:15:00.000","001XX W 35TH ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","SIDEWALK","false","false","0915","009","11","34","11",,,"2024","2024-05-07T15:46:39.000",,,
"13444537","JH243925","2024-04-29T19:12:00.000","044XX W IOWA ST","0560","ASSAULT","SIMPLE","STREET","false","false","1111","011","37","23","08A","1146660","1905631","2024","2024-05-07T15:46:39.000","41.897026514","-87.736788386","
,  
(41.897026514, -87.736788386)"
"13444704","JH244057","2024-04-29T19:03:00.000","050XX S LAFLIN ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false","0933","009","20","61","26","1167188","1871333","2024","2024-05-07T15:46:39.000","41.802493233","-87.66237636","
,  
(41.802493233, -87.66237636)"
"13445165","JH244457","2024-04-29T19:00:00.000","022XX W 23RD PL","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","1034","010","25","31","05","1161829","1888373","2024","2024-05-07T15:46:39.000","41.849366049","-87.681556081","
,  
(41.849366049, -87.681556081)"
"13444500","JH243924","2024-04-29T19:00:00.000","034XX W IOWA ST","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","STREET","true","false","1121","011","27","23","18","1153415","1905787","2024","2024-05-07T15:46:39.000","41.897323027","-87.71197396","
,  
(41.897323027, -87.71197396)"
"13444643","JH243996","2024-04-29T19:00:00.000","019XX W FULLERTON AVE","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","1432","014","32","22","06","1162783","1915955","2024","2024-05-07T15:46:39.000","41.925033406","-87.67728086","
,  
(41.925033406, -87.67728086)"
"13445348","JH244939","2024-04-29T19:00:00.000","041XX N CALIFORNIA AVE","0560","ASSAULT","SIMPLE","OTHER (SPECIFY)","false","false","1724","017","33","16","08A","1156973","1927405","2024","2024-05-07T15:46:39.000","41.956572978","-87.698317823","
,  
(41.956572978, -87.698317823)"
"13450584","JH251427","2024-04-29T19:00:00.000","021XX N ELSTON AVE","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1432","014","32","22","06","1164551","1914302","2024","2024-05-07T15:46:39.000","41.92046017","-87.67083136","
,  
(41.92046017, -87.67083136)"
"13444676","JH244062","2024-04-29T19:00:00.000","051XX N AVERS AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false","1712","017","39","14","26","1149785","1933940","2024","2024-05-07T15:46:39.000","41.974648591","-87.724572314","
,  
(41.974648591, -87.724572314)"
"13444644","JH243998","2024-04-29T19:00:00.000","019XX W FULLERTON AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false","1432","014","32","22","11","1162783","1915955","2024","2024-05-07T15:46:39.000","41.925033406","-87.67728086","
,  
(41.925033406, -87.67728086)"
"13444679","JH243901","2024-04-29T18:55:00.000","050XX S PAULINA ST","0560","ASSAULT","SIMPLE","STREET","false","true","0931","009","20","61","08A","1165862","1871276","2024","2024-05-07T15:46:39.000","41.80236512","-87.667240998","
,  
(41.80236512, -87.667240998)"
"13444607","JH243923","2024-04-29T18:55:00.000","031XX W ARMITAGE AVE","0320","ROBBERY","STRONG ARM - NO WEAPON","DRUG STORE","false","false","1414","014","1","22","03","1155045","1913118","2024","2024-05-07T15:46:39.000","41.917407385","-87.70579017","
,  
(41.917407385, -87.70579017)"
"13444626","JH243897","2024-04-29T18:50:00.000","103XX S CALHOUN AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE","false","false","0434","004","7","51","04A","1194844","1836912","2024","2024-05-07T15:46:39.000","41.707402192","-87.562083104","
,  
(41.707402192, -87.562083104)"
"13444630","JH244005","2024-04-29T18:50:00.000","001XX E 103RD ST","0810","THEFT","OVER $500","RESTAURANT","false","false","0512","005","9","49","06","1179141","1836712","2024","2024-05-07T15:46:39.000","41.707224916","-87.619593191","
,  
(41.707224916, -87.619593191)"
"28092","JH243812","2024-04-29T18:49:00.000","056XX W DIVERSEY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","2514","025","30","19","01A","1138121","1918047","2024","2024-05-07T15:46:39.000","41.931256095","-87.767850632","
,  
(41.931256095, -87.767850632)"
"13444650","JH243884","2024-04-29T18:48:00.000","066XX S WESTERN AVE","502R","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","true","false","0832","008","16","66","26","1161515","1860642","2024","2024-05-07T15:46:39.000","41.773275343","-87.68347812","
,  
(41.773275343, -87.68347812)"
"13444726","JH243892","2024-04-29T18:47:00.000","003XX W 106TH PL","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0512","005","21","49","05","1175890","1834302","2024","2024-05-07T15:46:39.000","41.700684856","-87.631570224","
,  
(41.700684856, -87.631570224)"
"13445661","JH244630","2024-04-29T18:45:00.000","026XX N CLARK ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1935","019","43","7","06","1171818","1918166","2024","2024-05-07T15:46:39.000","41.930906002","-87.644017035","
,  
(41.930906002, -87.644017035)"
"13444695","JH243893","2024-04-29T18:45:00.000","025XX S TRUMBULL AVE","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","ALLEY","false","false","1024","010","22","30","04B","1153776","1886837","2024","2024-05-07T15:46:39.000","41.845315002","-87.711152538","
,  
(41.845315002, -87.711152538)"
"13444693","JH243896","2024-04-29T18:42:00.000","079XX S PAULINA ST","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0611","006","17","71","08A","1166393","1851987","2024","2024-05-07T15:46:39.000","41.749422306","-87.665842667","
,  
(41.749422306, -87.665842667)"
"13444721","JH243862","2024-04-29T18:37:00.000","105XX S EDBROOKE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","0512","005","9","49","08B","1179133","1835043","2024","2024-05-07T15:46:39.000","41.702645135","-87.619673136","
,  
(41.702645135, -87.619673136)"
"13444454","JH243912","2024-04-29T18:37:00.000","056XX S JUSTINE ST","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","SIDEWALK","false","false","0713","007","16","67","15","1166968","1867423","2024","2024-05-07T15:46:39.000","41.791768443","-87.663294967","
,  
(41.791768443, -87.663294967)"
"13444686","JH243898","2024-04-29T18:37:00.000","051XX S ASHLAND AVE","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0934","009","16","61","06","1166541","1870734","2024","2024-05-07T15:46:39.000","41.800863342","-87.664766276","
,  
(41.800863342, -87.664766276)"
"13444682","JH243975","2024-04-29T18:36:00.000","032XX W LE MOYNE ST","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","APARTMENT","false","false","1422","014","26","23","26","1154421","1909785","2024","2024-05-07T15:46:39.000","41.908273851","-87.708172026","
,  
(41.908273851, -87.708172026)"
"13444902","JH244277","2024-04-29T18:30:00.000","001XX S LAFLIN ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1224","012","34","28","14","1166424","1899500","2024","2024-05-07T15:46:39.000","41.879802553","-87.664373697","
,  
(41.879802553, -87.664373697)"
"13444605","JH243922","2024-04-29T18:30:00.000","018XX S BLUE ISLAND AVE","0460","BATTERY","SIMPLE","STREET","false","false","1233","012","25","31","08B","1167226","1891297","2024","2024-05-07T15:46:39.000","41.857275654","-87.661664549","
,  
(41.857275654, -87.661664549)"
"13444506","JH243964","2024-04-29T18:30:00.000","062XX S FAIRFIELD AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0825","008","16","66","14","1159116","1863115","2024","2024-05-07T15:46:39.000","41.780111017","-87.692204757","
,  
(41.780111017, -87.692204757)"
"13447164","JH247125","2024-04-29T18:30:00.000","020XX W ARTHUR AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","2412","024","50","2","14","1161340","1943147","2024","2024-05-07T15:46:39.000","41.999679754","-87.681823392","
,  
(41.999679754, -87.681823392)"
"13444621","JH243891","2024-04-29T18:30:00.000","003XX W 64TH ST","0484","BATTERY","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","HOSPITAL BUILDING / GROUNDS","true","false","0722","007","20","68","08B","1175044","1862506","2024","2024-05-07T15:46:39.000","41.778099133","-87.633828531","
,  
(41.778099133, -87.633828531)"
"13444536","JH243916","2024-04-29T18:30:00.000","077XX S PAULINA ST","0820","THEFT","$500 AND UNDER","APARTMENT","false","true","0611","006","17","71","06","1166358","1853286","2024","2024-05-07T15:46:39.000","41.752987691","-87.665933998","
,  
(41.752987691, -87.665933998)"
"13445525","JH243861","2024-04-29T18:30:00.000","047XX N LINCOLN AVE","0330","ROBBERY","AGGRAVATED","CONVENIENCE STORE","false","false","1911","019","47","4","03","1159677","1931639","2024","2024-05-07T15:46:39.000","41.968135882","-87.688259999","
,  
(41.968135882, -87.688259999)"
"13444886","JH244232","2024-04-29T18:30:00.000","109XX S RACINE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2234","022","21","75","07","1170285","1831926","2024","2024-05-07T15:46:39.000","41.69428823","-87.652162462","
,  
(41.69428823, -87.652162462)"
"13444669","JH244036","2024-04-29T18:25:00.000","003XX E 51ST ST","141B","WEAPONS VIOLATION","UNLAWFUL USE - OTHER FIREARM","STREET","false","false","0224","002","3","38","15","1179446","1871283","2024","2024-05-07T15:46:39.000","41.802084657","-87.617422815","
,  
(41.802084657, -87.617422815)"
"13444567","JH243913","2024-04-29T18:25:00.000","047XX W IRVING PARK RD","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1722","017","45","15","06","1143941","1926170","2024","2024-05-07T15:46:39.000","41.953439027","-87.746258499","
,  
(41.953439027, -87.746258499)"
"13445296","JH244682","2024-04-29T18:21:00.000","0000X E 9TH ST","1330","CRIMINAL TRESPASS","TO LAND","APARTMENT","false","false","0123","001","4","32","26","1176574","1896201","2024","2024-05-07T15:46:39.000","41.870526756","-87.627204283","
,  
(41.870526756, -87.627204283)"
"13444418","JH243864","2024-04-29T18:20:00.000","037XX W 58TH ST","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","0822","008","23","62","07","1152388","1865886","2024","2024-05-07T15:46:39.000","41.78785007","-87.716798044","
,  
(41.78785007, -87.716798044)"
