"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13446427","JH246132","2024-04-30T18:30:00.000","008XX N MICHIGAN AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SIDEWALK","false","false","1833","018","2","8","11","1177338","1906181","2024","2024-05-08T15:41:27.000","41.897895128","-87.624096605","
,  
(41.897895128, -87.624096605)"
"13445825","JH245403","2024-04-30T18:30:00.000","064XX N RAVENSWOOD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","2432","024","40","1","07","1163186","1942841","2024","2024-05-08T15:41:27.000","41.998801338","-87.675041087","
,  
(41.998801338, -87.675041087)"
"13448343","JH245829","2024-04-30T18:30:00.000","006XX S TRIPP AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","1132","011","24","26","08B","1148153","1896882","2024","2024-05-08T15:41:27.000","41.872989663","-87.731530116","
,  
(41.872989663, -87.731530116)"
"13445513","JH245139","2024-04-30T18:26:00.000","0000X E ROOSEVELT RD","2025","NARCOTICS","POSSESS - HALLUCINOGENS","CTA TRAIN","true","false","0123","001","4","32","18","1176818","1895074","2024","2024-05-08T15:41:27.000","41.867428687","-87.626342565","
,  
(41.867428687, -87.626342565)"
"13446739","JH245583","2024-04-30T18:25:00.000","026XX N CANNON DR","0810","THEFT","OVER $500","PARK PROPERTY","false","false","1935","019","43","7","06","1173768","1918125","2024","2024-05-08T15:41:27.000","41.930750253","-87.636852477","
,  
(41.930750253, -87.636852477)"
"13446113","JH245799","2024-04-30T18:20:00.000","013XX N ADA ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1433","014","1","24","07","1167044","1909254","2024","2024-05-08T15:41:27.000","41.906554936","-87.661816846","
,  
(41.906554936, -87.661816846)"
"13445613","JH245129","2024-04-30T18:15:00.000","087XX S EGGLESTON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","2223","022","21","71","08B","1174828","1846927","2024","2024-05-08T15:41:27.000","41.735353297","-87.635083943","
,  
(41.735353297, -87.635083943)"
"13445604","JH245202","2024-04-30T18:15:00.000","029XX W 64TH ST","0460","BATTERY","SIMPLE","STREET","false","false","0823","008","15","66","08B","1158012","1862064","2024","2024-05-08T15:41:27.000","41.777249438","-87.696280764","
,  
(41.777249438, -87.696280764)"
"13445670","JH245164","2024-04-30T18:11:00.000","018XX S SPRINGFIELD AVE","5111","OTHER OFFENSE","GUN OFFENDER - ANNUAL REGISTRATION","STREET","true","false","1014","010","24","29","26","1150689","1890744","2024","2024-05-08T15:41:27.000","41.856097104","-87.72237956","
,  
(41.856097104, -87.72237956)"
"13446744","JH245568","2024-04-30T18:02:00.000","001XX E CHICAGO AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1833","018","2","8","06","1177003","1905748","2024","2024-05-08T15:41:27.000","41.896714548","-87.625340136","
,  
(41.896714548, -87.625340136)"
"13445692","JH245127","2024-04-30T18:00:00.000","042XX N ELSTON AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","1723","017","39","16","04A","1149453","1927997","2024","2024-05-08T15:41:27.000","41.958347052","-87.725948116","
,  
(41.958347052, -87.725948116)"
"13447186","JH247108","2024-04-30T18:00:00.000","035XX N KEATING AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1731","017","30","15","14","1144202","1923126","2024","2024-05-08T15:41:27.000","41.945081113","-87.745375793","
,  
(41.945081113, -87.745375793)"
"13447010","JH246771","2024-04-30T18:00:00.000","050XX S INDIANA AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","0224","002","3","38","06","1178450","1871751","2024","2024-05-08T15:41:27.000","41.803391597","-87.621061298","
,  
(41.803391597, -87.621061298)"
"13446362","JH246161","2024-04-30T18:00:00.000","012XX E 61ST ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false","0235","002","20","42","07","1185418","1864806","2024","2024-05-08T15:41:27.000","41.784172671","-87.595725143","
,  
(41.784172671, -87.595725143)"
"13446428","JH246145","2024-04-30T18:00:00.000","008XX N MICHIGAN AVE","0870","THEFT","POCKET-PICKING","SIDEWALK","false","false","1833","018","2","8","06","1177338","1906181","2024","2024-05-08T15:41:27.000","41.897895128","-87.624096605","
,  
(41.897895128, -87.624096605)"
"13446120","JH245798","2024-04-30T18:00:00.000","001XX E 26TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0133","001","4","33","14","1177794","1887145","2024","2024-05-08T15:41:27.000","41.845648877","-87.623000373","
,  
(41.845648877, -87.623000373)"
"13446039","JH245684","2024-04-30T18:00:00.000","046XX S AVERS AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0821","008","14","57","05","1151480","1873428","2024","2024-05-08T15:41:27.000","41.80856425","-87.719930017","
,  
(41.80856425, -87.719930017)"
"13451497","JH252464","2024-04-30T18:00:00.000","008XX W EASTWOOD AVE","1751","OFFENSE INVOLVING CHILDREN","CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER","APARTMENT","false","true","1914","019","46","3","17","1169806","1931096","2024","2024-05-08T15:41:27.000","41.966430564","-87.651032417","
,  
(41.966430564, -87.651032417)"
"13445611","JH245230","2024-04-30T18:00:00.000","032XX W LE MOYNE ST","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","APARTMENT","false","false","1422","014","26","23","26","1154421","1909785","2024","2024-05-08T15:41:27.000","41.908273851","-87.708172026","
,  
(41.908273851, -87.708172026)"
"13446170","JH245885","2024-04-30T18:00:00.000","081XX S DORCHESTER AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0411","004","8","45","14","1186954","1851300","2024","2024-05-08T15:41:27.000","41.747074702","-87.590521288","
,  
(41.747074702, -87.590521288)"
"13446048","JH245627","2024-04-30T18:00:00.000","057XX W MELROSE ST","0810","THEFT","OVER $500","STREET","false","false","1633","016","30","15","06","1137614","1921029","2024","2024-05-08T15:41:27.000","41.939448181","-87.76964174","
,  
(41.939448181, -87.76964174)"
"13446863","JH246486","2024-04-30T18:00:00.000","059XX S PEORIA ST","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE","false","true","0712","007","16","68","08B","1171325","1865380","2024","2024-05-08T15:41:27.000","41.786067927","-87.647378435","
,  
(41.786067927, -87.647378435)"
"13447347","JH247331","2024-04-30T18:00:00.000","038XX W OGDEN AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1014","010","24","29","06","1150908","1889349","2024","2024-05-08T15:41:27.000","41.852264776","-87.721612191","
,  
(41.852264776, -87.721612191)"
"13446311","JH246129","2024-04-30T18:00:00.000","044XX N MAGNOLIA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1913","019","46","3","14","1167111","1929700","2024","2024-05-08T15:41:27.000","41.962658354","-87.660981712","
,  
(41.962658354, -87.660981712)"
"13446146","JH245914","2024-04-30T18:00:00.000","021XX S TRUMBULL AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","1024","010","24","30","08A","1153752","1889470","2024","2024-05-08T15:41:27.000","41.852540744","-87.711170609","
,  
(41.852540744, -87.711170609)"
"13445574","JH245169","2024-04-30T17:55:00.000","048XX W ADAMS ST","0460","BATTERY","SIMPLE","APARTMENT","false","false","1533","015","28","25","08B","1144133","1898893","2024","2024-05-08T15:41:27.000","41.878584489","-87.746239104","
,  
(41.878584489, -87.746239104)"
"13445789","JH245134","2024-04-30T17:54:00.000","009XX E 132ND PL","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","SIDEWALK","false","false","0533","005","10","54","04A","1185380","1817834","2024","2024-05-08T15:41:27.000","41.655276978","-87.597336736","
,  
(41.655276978, -87.597336736)"
"13448980","JH248998","2024-04-30T17:49:00.000","067XX S LANGLEY AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0321","003","6","42","05","1182054","1860482","2024","2024-05-08T15:41:27.000","41.772385734","-87.608192402","
,  
(41.772385734, -87.608192402)"
"13445488","JH245131","2024-04-30T17:46:00.000","116XX S PEORIA ST","2028","NARCOTICS","POSSESS - SYNTHETIC DRUGS","VEHICLE NON-COMMERCIAL","true","false","0524","005","21","53","18","1172341","1827670","2024","2024-05-08T15:41:27.000","41.682564225","-87.644759451","
,  
(41.682564225, -87.644759451)"
"13445749","JH245170","2024-04-30T17:45:00.000","001XX N PEORIA ST","0320","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","false","false","1224","012","27","28","03","1170395","1900944","2024","2024-05-08T15:41:27.000","41.883679128","-87.649750579","
,  
(41.883679128, -87.649750579)"
"13445751","JH245188","2024-04-30T17:45:00.000","001XX N PEORIA ST","0560","ASSAULT","SIMPLE","STREET","false","false","1224","012","27","28","08A","1170381","1901412","2024","2024-05-08T15:41:27.000","41.884963658","-87.649788299","
,  
(41.884963658, -87.649788299)"
"13446180","JH245876","2024-04-30T17:45:00.000","012XX S MILLARD AVE","0810","THEFT","OVER $500","ALLEY","false","false","1011","010","24","29","06","1152235","1894198","2024","2024-05-08T15:41:27.000","41.865544954","-87.716613848","
,  
(41.865544954, -87.716613848)"
"13445761","JH245084","2024-04-30T17:44:00.000","004XX S STATE ST","0460","BATTERY","SIMPLE","LIBRARY","false","false","0113","001","4","32","08B","1176436","1898416","2024","2024-05-08T15:41:27.000","41.876607964","-87.627644063","
,  
(41.876607964, -87.627644063)"
"13446670","JH246503","2024-04-30T17:42:00.000","045XX N WINCHESTER AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","1912","019","47","4","06","1162600","1930068","2024","2024-05-08T15:41:27.000","41.963764094","-87.677556544","
,  
(41.963764094, -87.677556544)"
"13445515","JH245099","2024-04-30T17:40:00.000","050XX S MICHIGAN AVE","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","true","false","0224","002","3","38","08B","1178008","1871738","2024","2024-05-08T15:41:27.000","41.803365964","-87.622682706","
,  
(41.803365964, -87.622682706)"
"13445748","JH245088","2024-04-30T17:40:00.000","013XX S HOMAN AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","GROCERY FOOD STORE","true","false","1021","010","24","29","04A","1153918","1893431","2024","2024-05-08T15:41:27.000","41.863406877","-87.710455868","
,  
(41.863406877, -87.710455868)"
"13445566","JH245078","2024-04-30T17:37:00.000","035XX W ARMITAGE AVE","502R","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","false","false","1422","014","26","22","26","1152343","1913057","2024","2024-05-08T15:41:27.000","41.917293821","-87.715719041","
,  
(41.917293821, -87.715719041)"
"13445506","JH245071","2024-04-30T17:36:00.000","010XX W 31ST ST","0810","THEFT","OVER $500","PARK PROPERTY","false","false","0913","009","11","60","06","1169867","1884281","2024","2024-05-08T15:41:27.000","41.837966038","-87.652174879","
,  
(41.837966038, -87.652174879)"
"13445584","JH245108","2024-04-30T17:33:00.000","108XX S LANGLEY AVE","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","STREET","true","true","0513","005","9","50","04B","1182852","1833303","2024","2024-05-08T15:41:27.000","41.69778497","-87.60610903","
,  
(41.69778497, -87.60610903)"
"13445765","JH245327","2024-04-30T17:30:00.000","022XX W NORTH AVE","0810","THEFT","OVER $500","STREET","false","false","1424","014","1","24","06","1161016","1910598","2024","2024-05-08T15:41:27.000","41.910370331","-87.683922678","
,  
(41.910370331, -87.683922678)"
"13445573","JH245234","2024-04-30T17:30:00.000","055XX S DR MARTIN LUTHER KING JR DR","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","PARK PROPERTY","false","false","0233","002","20","40","11","1179873","1868199","2024","2024-05-08T15:41:27.000","41.793612114","-87.615951236","
,  
(41.793612114, -87.615951236)"
"13445503","JH245118","2024-04-30T17:30:00.000","002XX W NORTH AVE","0890","THEFT","FROM BUILDING","RESTAURANT","false","false","1814","018","2","7","06","1174280","1910990","2024","2024-05-08T15:41:27.000","41.911160085","-87.635184465","
,  
(41.911160085, -87.635184465)"
"13445553","JH245231","2024-04-30T17:30:00.000","055XX S DR MARTIN LUTHER KING JR DR","0820","THEFT","$500 AND UNDER","PARK PROPERTY","false","false","0233","002","20","40","06","1179873","1868199","2024","2024-05-08T15:41:27.000","41.793612114","-87.615951236","
,  
(41.793612114, -87.615951236)"
"13445475","JH245067","2024-04-30T17:22:00.000","059XX S WABASH AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","true","0232","002","20","40","04A","1177734","1865549","2024","2024-05-08T15:41:27.000","41.786388967","-87.62387491","
,  
(41.786388967, -87.62387491)"
"13445545","JH245040","2024-04-30T17:18:00.000","012XX N LARRABEE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","1822","018","27","8","06","1172111","1908362","2024","2024-05-08T15:41:27.000","41.903996883","-87.643230238","
,  
(41.903996883, -87.643230238)"
"13445791","JH245076","2024-04-30T17:17:00.000","054XX W MONROE ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1522","015","29","25","03","1140211","1899129","2024","2024-05-08T15:41:27.000","41.879304821","-87.760634297","
,  
(41.879304821, -87.760634297)"
"13445559","JH245154","2024-04-30T17:16:00.000","076XX S CICERO AVE","0820","THEFT","$500 AND UNDER","DEPARTMENT STORE","false","false","0833","008","18","65","06","1145727","1853720","2024","2024-05-08T15:41:27.000","41.754592961","-87.741528537","
,  
(41.754592961, -87.741528537)"
"13448583","JH248876","2024-04-30T17:15:00.000","057XX S LAKE SHORE DR","0560","ASSAULT","SIMPLE","PARK PROPERTY","false","false","0331","003","5","41","08A","1189729","1867390","2024","2024-05-08T15:41:27.000","41.791160785","-87.579836586","
,  
(41.791160785, -87.579836586)"
"13445587","JH245069","2024-04-30T17:14:00.000","059XX N SHERIDAN RD","1330","CRIMINAL TRESPASS","TO LAND","APARTMENT","false","false","2022","020","48","77","26","1168560","1939523","2024","2024-05-08T15:41:27.000","41.989581611","-87.655368494","
,  
(41.989581611, -87.655368494)"
"13445711","JH245045","2024-04-30T17:09:00.000","017XX W 95TH ST","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","false","false","2213","022","19","72","04B","1166185","1841685","2024","2024-05-08T15:41:27.000","41.721156507","-87.666897182","
,  
(41.721156507, -87.666897182)"
"13445827","JH245053","2024-04-30T17:06:00.000","014XX N SEDGWICK ST","0560","ASSAULT","SIMPLE","CHA PARKING LOT / GROUNDS","false","false","1821","018","27","8","08A","1173383","1909988","2024","2024-05-08T15:41:27.000","41.908430535","-87.638509526","
,  
(41.908430535, -87.638509526)"
"13446737","JH245561","2024-04-30T17:05:00.000","001XX N State St","0870","THEFT","POCKET-PICKING","SIDEWALK","false","false","0111","001","34","32","06","1176352","1900927","2024","2024-05-08T15:41:27.000","41.883500187","-87.627876698","
,  
(41.883500187, -87.627876698)"
"13445726","JH245025","2024-04-30T17:05:00.000","013XX S KEELER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","1011","010","24","29","08B","1148599","1893441","2024","2024-05-08T15:41:27.000","41.863538557","-87.72998142","
,  
(41.863538557, -87.72998142)"
"13445425","JH245018","2024-04-30T17:02:00.000","007XX N ST LOUIS AVE","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","true","false","1121","011","27","23","18","1152913","1904749","2024","2024-05-08T15:41:27.000","41.894484615","-87.713845278","
,  
(41.894484615, -87.713845278)"
"13445456","JH245009","2024-04-30T17:01:00.000","027XX W DEVON AVE","0460","BATTERY","SIMPLE","STREET","false","false","2412","024","50","2","08B","1156682","1942344","2024","2024-05-08T15:41:27.000","41.997572266","-87.698980921","
,  
(41.997572266, -87.698980921)"
"13445550","JH245074","2024-04-30T17:00:00.000","046XX N CLIFTON AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","true","false","1913","019","46","3","04A","1167677","1930927","2024","2024-05-08T15:41:27.000","41.966013079","-87.658865246","
,  
(41.966013079, -87.658865246)"
"13446255","JH245599","2024-04-30T17:00:00.000","0000X S GREEN ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1232","012","34","28","07","1170740","1899992","2024","2024-05-08T15:41:27.000","41.881059227","-87.648511614","
,  
(41.881059227, -87.648511614)"
"13445478","JH245030","2024-04-30T17:00:00.000","040XX W IRVING PARK RD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","GAS STATION","true","true","1722","017","39","16","08B","1148903","1926279","2024","2024-05-08T15:41:27.000","41.953643409","-87.72801475","
,  
(41.953643409, -87.72801475)"
"13450457","JH247329","2024-04-30T17:00:00.000","060XX S ROCKWELL ST","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","SCHOOL - PUBLIC GROUNDS","false","false","0825","008","16","66","04A","1160074","1864580","2024","2024-05-08T15:41:27.000","41.784111527","-87.688652292","
,  
(41.784111527, -87.688652292)"
"13448775","JH249148","2024-04-30T17:00:00.000","002XX S COLUMBUS DR","0810","THEFT","OVER $500","SCHOOL - PRIVATE GROUNDS","false","false","0114","001","42","32","06","1178314","1899218","2024","2024-05-08T15:41:27.000","41.878766117","-87.620724284","
,  
(41.878766117, -87.620724284)"
"13448030","JH245023","2024-04-30T16:59:00.000","004XX S STATE ST","0460","BATTERY","SIMPLE","LIBRARY","false","false","0113","001","4","32","08B","1176436","1898416","2024","2024-05-08T15:41:27.000","41.876607964","-87.627644063","
,  
(41.876607964, -87.627644063)"
"13445798","JH245197","2024-04-30T16:50:00.000","029XX S FEDERAL ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0133","001","3","35","14","1176116","1885609","2024","2024-05-08T15:41:27.000","41.841471897","-87.629204627","
,  
(41.841471897, -87.629204627)"
"13445504","JH245043","2024-04-30T16:40:00.000","0000X W 71ST ST","0460","BATTERY","SIMPLE","APARTMENT","false","true","0731","007","6","69","08B","1176970","1857910","2024","2024-05-08T15:41:27.000","41.765444001","-87.626906181","
,  
(41.765444001, -87.626906181)"
"13445518","JH245002","2024-04-30T16:40:00.000","053XX N BROADWAY","0460","BATTERY","SIMPLE","SIDEWALK","true","false","2013","020","48","77","08B","1167342","1935845","2024","2024-05-08T15:41:27.000","41.979515455","-87.659954838","
,  
(41.979515455, -87.659954838)"
"13445460","JH245034","2024-04-30T16:37:00.000","0000X E GARFIELD BLVD","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","GAS STATION","false","true","0225","002","3","40","26","1177792","1868568","2024","2024-05-08T15:41:27.000","41.794672085","-87.623570871","
,  
(41.794672085, -87.623570871)"
"13445565","JH245039","2024-04-30T16:30:00.000","003XX N LARAMIE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","1523","015","37","25","08B","1141650","1901732","2024","2024-05-08T15:41:27.000","41.886421306","-87.755286074","
,  
(41.886421306, -87.755286074)"
"13446149","JH245925","2024-04-30T16:30:00.000","018XX N CLARK ST","0810","THEFT","OVER $500","PARK PROPERTY","false","false","1814","018","43","7","06","1174439","1912730","2024","2024-05-08T15:41:27.000","41.915931171","-87.634548279","
,  
(41.915931171, -87.634548279)"
"13447314","JH247313","2024-04-30T16:30:00.000","036XX N LINDER AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","RESIDENCE","false","true","1633","016","30","15","04A","1139047","1923572","2024","2024-05-08T15:41:27.000","41.94640045","-87.764312934","
,  
(41.94640045, -87.764312934)"
"13445682","JH245254","2024-04-30T16:30:00.000","084XX S STONY ISLAND AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","BANK","false","false","0412","004","8","45","11","1188267","1849517","2024","2024-05-08T15:41:27.000","41.742150773","-87.585766931","
,  
(41.742150773, -87.585766931)"
"13445485","JH244972","2024-04-30T16:30:00.000","026XX W WINONA ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","true","false","2031","020","40","4","04A","1157687","1934053","2024","2024-05-08T15:41:27.000","41.974800904","-87.695511026","
,  
(41.974800904, -87.695511026)"
"13445694","JH245251","2024-04-30T16:30:00.000","017XX N MARCEY ST","0810","THEFT","OVER $500","STREET","false","true","1811","018","2","7","06","1168861","1911863","2024","2024-05-08T15:41:27.000","41.913674959","-87.655066533","
,  
(41.913674959, -87.655066533)"
"13449042","JH245378","2024-04-30T16:30:00.000","107XX S PERRY AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0513","005","9","49","05","1177505","1833721","2024","2024-05-08T15:41:27.000","41.699054245","-87.625674197","
,  
(41.699054245, -87.625674197)"
"13445527","JH245211","2024-04-30T16:30:00.000","054XX S SHORE DR","1330","CRIMINAL TRESPASS","TO LAND","COMMERCIAL / BUSINESS OFFICE","false","false","0234","002","5","41","26","1189423","1869265","2024","2024-05-08T15:41:27.000","41.79631327","-87.580898427","
,  
(41.79631327, -87.580898427)"
"13445810","JH244986","2024-04-30T16:25:00.000","044XX N MALDEN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","ALLEY","false","false","1913","019","46","3","14","1166742","1929602","2024","2024-05-08T15:41:27.000","41.962397375","-87.6623412","
,  
(41.962397375, -87.6623412)"
"13445397","JH245003","2024-04-30T16:20:00.000","056XX W DIVERSEY AVE","0810","THEFT","OVER $500","POLICE FACILITY / VEHICLE PARKING LOT","false","false","2514","025","30","19","06","1138475","1918055","2024","2024-05-08T15:41:27.000","41.931271634","-87.766549534","
,  
(41.931271634, -87.766549534)"
"13445542","JH244974","2024-04-30T16:17:00.000","072XX S CHAMPLAIN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0323","003","6","69","08B","1181818","1857146","2024","2024-05-08T15:41:27.000","41.763236874","-87.609160462","
,  
(41.763236874, -87.609160462)"
"13445480","JH245020","2024-04-30T16:15:00.000","028XX N RUTHERFORD AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","2511","025","36","18","08A","1130934","1918057","2024","2024-05-08T15:41:27.000","41.931410573","-87.794261786","
,  
(41.931410573, -87.794261786)"
"13445758","JH244989","2024-04-30T16:15:00.000","025XX W JACKSON BLVD","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","PARK PROPERTY","false","false","1125","011","27","28","04B","1159372","1898609","2024","2024-05-08T15:41:27.000","41.877505483","-87.690292195","
,  
(41.877505483, -87.690292195)"
"13447965","JH246976","2024-04-30T16:15:00.000","001XX E PEARSON ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","HOTEL / MOTEL","false","false","1833","018","2","8","11","1177578","1906074","2024","2024-05-08T15:41:27.000","41.897596067","-87.623218373","
,  
(41.897596067, -87.623218373)"
"13447942","JH247195","2024-04-30T16:15:00.000","001XX E PEARSON ST","0890","THEFT","FROM BUILDING","HOTEL / MOTEL","false","false","1833","018","2","8","06","1177578","1906074","2024","2024-05-08T15:41:27.000","41.897596067","-87.623218373","
,  
(41.897596067, -87.623218373)"
"13446292","JH246077","2024-04-30T16:10:00.000","034XX S HERMITAGE AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","false","false","0912","009","11","59","05","1165244","1881935","2024","2024-05-08T15:41:27.000","41.831627723","-87.66920534","
,  
(41.831627723, -87.66920534)"
"13447168","JH247127","2024-04-30T16:00:00.000","013XX W FILLMORE ST","0810","THEFT","OVER $500","STREET","false","false","1231","012","28","28","06","1167591","1895417","2024","2024-05-08T15:41:27.000","41.868573438","-87.660206224","
,  
(41.868573438, -87.660206224)"
"13446112","JH245788","2024-04-30T16:00:00.000","008XX N WOLCOTT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1212","012","36","24","07","1163574","1905942","2024","2024-05-08T15:41:27.000","41.897540399","-87.674656915","
,  
(41.897540399, -87.674656915)"
"13446020","JH245666","2024-04-30T16:00:00.000","007XX S CLARK ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE - GARAGE","false","false","0123","001","34","32","07","1175634","1897062","2024","2024-05-08T15:41:27.000","41.872910562","-87.63062942","
,  
(41.872910562, -87.63062942)"
"13446859","JH246698","2024-04-30T16:00:00.000","114XX S WESTERN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","2212","022","19","75","08B","1162443","1828705","2024","2024-05-08T15:41:27.000","41.685615827","-87.68096358","
,  
(41.685615827, -87.68096358)"
"13448673","JH249069","2024-04-30T16:00:00.000","003XX W ILLINOIS ST","0810","THEFT","OVER $500","APARTMENT","false","false","1831","018","42","8","06","1174024","1903552","2024","2024-05-08T15:41:27.000","41.890755538","-87.636346911","
,  
(41.890755538, -87.636346911)"
"13445415","JH250001","2024-04-30T16:00:00.000","076XX S WINCHESTER AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","false","false","0611","006","17","71","11","1164684","1853958","2024","2024-05-08T15:41:27.000","41.754867225","-87.672049641","
,  
(41.754867225, -87.672049641)"
"13445496","JH245100","2024-04-30T16:00:00.000","0000X W DIVISION ST","0560","ASSAULT","SIMPLE","STREET","true","false","1824","018","2","8","08A","1175806","1908366","2024","2024-05-08T15:41:27.000","41.903925489","-87.629657598","
,  
(41.903925489, -87.629657598)"
"13446268","JH245915","2024-04-30T16:00:00.000","016XX W JUNEWAY TER","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2422","024","49","1","14","1164153","1951493","2024","2024-05-08T15:41:27.000","42.022522141","-87.671237629","
,  
(42.022522141, -87.671237629)"
"13447922","JH247779","2024-04-30T15:58:00.000","088XX S Leavitt St","0890","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","false","false","2221","022","19","72","06","1163242","1845877","2024","2024-05-08T15:41:27.000","41.732722035","-87.677559865","
,  
(41.732722035, -87.677559865)"
"13445329","JH244913","2024-04-30T15:55:00.000","008XX N MICHIGAN AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1833","018","2","8","06","1177338","1906181","2024","2024-05-08T15:41:27.000","41.897895128","-87.624096605","
,  
(41.897895128, -87.624096605)"
"13445431","JH244960","2024-04-30T15:55:00.000","009XX W 62ND ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","true","false","0712","007","16","68","15","1170946","1863717","2024","2024-05-08T15:41:27.000","41.781512752","-87.648816574","
,  
(41.781512752, -87.648816574)"
"13445482","JH245059","2024-04-30T15:55:00.000","004XX E 43RD ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","0214","002","3","38","04A","1179824","1876594","2024","2024-05-08T15:41:27.000","41.81664984","-87.615873945","
,  
(41.81664984, -87.615873945)"
"13445679","JH245310","2024-04-30T15:55:00.000","076XX S COLES AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","false","false","0421","004","7","43","11","1196218","1855277","2024","2024-05-08T15:41:27.000","41.757763414","-87.556444566","
,  
(41.757763414, -87.556444566)"
"13445508","JH245106","2024-04-30T15:50:00.000","049XX S ARCHER AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","false","false","0821","008","14","57","08B","1150934","1871470","2024","2024-05-08T15:41:27.000","41.803201891","-87.72198373","
,  
(41.803201891, -87.72198373)"
